"","soc_code","soc_lmi_title","employment","projected_2030","change_employment","percent_change","annual_openings_growth","exits","transfers","total_openings","median_wage","median_wage_symbol","jobsohioregion"
"243","29-2035","Magnetic Resonance Imaging Technologists","594",616,22,0.037,2,16,26,44,"36.06",NA,"Northeast"
"244","29-2040","Emergency Medical Technicians and Paramedics","3663",3652,-11,-0.003,-1,68,169,236,"17.760000000000002","^","Northeast"
"245","29-2051","Dietetic Technicians","363",378,15,0.0413,2,10,16,28,"14.54",NA,"Northeast"
"246","29-2052","Pharmacy Technicians","6376",6516,140,0.022,14,176,277,467,"16.54",NA,"Northeast"
"247","29-2053","Psychiatric Technicians","448",522,74,0.1652,7,13,21,41,"17.22",NA,"Northeast"
"248","29-2055","Surgical Technologists","1433",1503,70,0.0488,7,40,63,110,"23.21",NA,"Northeast"
"249","29-2056","Veterinary Technologists and Technicians","1391",1579,188,0.1352,19,40,64,123,"17.57",NA,"Northeast"
"250","29-2057","Ophthalmic Medical Technicians","855",870,15,0.0175,2,24,37,63,"17.850000000000001",NA,"Northeast"
"251","29-2061","Licensed Practical and Licensed Vocational Nurses","15538",15622,84,0.0054,8,525,650,1183,"22.81",NA,"Northeast"
"252","29-2081","Opticians, Dispensing","1308",1347,39,0.0298,4,55,45,104,"21.96",NA,"Northeast"
"253","29-2091","Orthotists and Prosthetists","510",562,52,0.102,5,15,23,43,"28.26",NA,"Northeast"
"254","29-2098","Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other","6355",6582,227,0.0357,23,176,278,477,"22.55","^^^","Northeast"
"255","29-9098","Health Information Technologists, Medical Registrars, Surgical Assistants, & Healthcare Practitioners, AO","845",901,56,0.0663,6,24,38,68,"26.19","^^^","Northeast"
"256","31-0000","Healthcare Support Occupations","86899",96033,9134,0.1051,913,5361,5645,11919,"14.12",NA,"Northeast"
"257","31-1120","Home Health and Personal Care Aides","35237",41945,6708,0.1904,671,2471,2185,5327,"11.49",NA,"Northeast"
"258","31-1131","Nursing Assistants","25222",25036,-186,-0.0074,-19,1609,1423,3013,"14.38",NA,"Northeast"
"259","31-1132","Orderlies","998",1056,58,0.0581,6,66,58,130,"14.25",NA,"Northeast"
"260","31-2011","Occupational Therapy Assistants","2036",2611,575,0.2824,58,116,170,344,"29.51",NA,"Northeast"
"261","31-2021","Physical Therapist Assistants","2410",2915,505,0.2095,50,114,201,365,"29.6",NA,"Northeast"
"262","31-2022","Physical Therapist Aides","404",451,47,0.1163,5,18,32,55,"14.31",NA,"Northeast"
"263","31-9011","Massage Therapists","1127",1264,137,0.1216,14,70,62,146,"22.55",NA,"Northeast"
"264","31-9091","Dental Assistants","3512",3548,36,0.0103,4,161,248,413,"18.170000000000002",NA,"Northeast"
"265","31-9092","Medical Assistants","9461",10269,808,0.0854,81,405,737,1223,"17.579999999999998",NA,"Northeast"
"266","31-9093","Medical Equipment Preparers","843",884,41,0.0486,4,48,57,109,"18.07",NA,"Northeast"
"267","31-9094","Medical Transcriptionists","200",149,-51,-0.255,-5,9,15,19,"11.21",NA,"Northeast"
"268","31-9095","Pharmacy Aides","341",275,-66,-0.1935,-7,16,24,33,"14.17",NA,"Northeast"
"269","31-9096","Veterinary Assistants and Laboratory Animal Caretakers","1344",1525,181,0.1347,18,70,158,246,"14.24",NA,"Northeast"
"270","31-9097","Phlebotomists","2433",2691,258,0.106,26,110,186,322,"17.649999999999999",NA,"Northeast"
"271","31-9099","Healthcare Support Workers, All Other","925",970,45,0.0486,4,52,62,118,"17.8",NA,"Northeast"
"272","33-0000","Protective Service Occupations","41920",41929,9,2e-04,1,2050,2657,4708,"22.81",NA,"Northeast"
"273","33-1011","First-Line Supervisors of Correctional Officers","222",216,-6,-0.027,-1,7,10,16,"31.74",NA,"Northeast"
"274","33-1012","First-Line Supervisors of Police and Detectives","1020",1042,22,0.0216,2,23,42,67,"40.61",NA,"Northeast"
"275","33-1021","First-Line Supervisors of Fire Fighting and Prevention Workers","672",692,20,0.0298,2,16,28,46,"37.43",NA,"Northeast"
"276","33-1090","Miscellaneous First-Line Supervisors, Protective Service Workers","676",669,-7,-0.0104,-1,25,39,63,"25.23","^","Northeast"
"277","33-2011","Firefighters","6657",6897,240,0.0361,24,149,350,523,"24.13",NA,"Northeast"
"278","33-3011","Bailiffs","519",506,-13,-0.025,-1,19,28,46,"22.43",NA,"Northeast"
"279","33-3012","Correctional Officers and Jailers","5268",4716,-552,-0.1048,-55,188,270,403,"23.04",NA,"Northeast"
"280","33-3021","Detectives and Criminal Investigators","691",697,6,0.0087,1,18,32,51,"37.299999999999997",NA,"Northeast"
"281","33-3051","Police and Sheriff's Patrol Officers","9017",9215,198,0.022,20,228,463,711,"30.75",NA,"Northeast"
"282","33-9011","Animal Control Workers","188",204,16,0.0851,2,6,10,18,"18.829999999999998",NA,"Northeast"
"283","33-9032","Security Guards","10362",9866,-496,-0.0479,-50,536,783,1269,"14.02",NA,"Northeast"
"284","33-9091","Crossing Guards","1513",1699,186,0.1229,19,234,83,336,"14.2",NA,"Northeast"
"285","33-9092","Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","1815",2091,276,0.1521,28,269,217,514,"10.82",NA,"Northeast"
"286","33-9098","School Bus Monitors and Protective Service Workers, All Other","2053",2165,112,0.0546,11,290,234,535,"15.11","^^^","Northeast"
"287","35-0000","Food Preparation and Serving Related Occupations","155933",174594,18661,0.1197,1866,12707,16862,31435,"10.96",NA,"Northeast"
"288","35-1011","Chefs and Head Cooks","1031",1186,155,0.1503,16,33,109,158,"24.91",NA,"Northeast"
"289","35-1012","First-Line Supervisors of Food Preparation and Serving Workers","13050",15078,2028,0.1554,203,628,1433,2264,"15.94",NA,"Northeast"
"290","35-2011","Cooks, Fast Food","6616",6157,-459,-0.0694,-46,376,547,877,"10.64",NA,"Northeast"
"291","35-2012","Cooks, Institution and Cafeteria","8249",8299,50,0.0061,5,487,708,1200,"14.38",NA,"Northeast"
"292","35-2014","Cooks, Restaurant","12672",17862,5190,0.4096,519,898,1307,2724,"13.85",NA,"Northeast"
"293","35-2015","Cooks, Short Order","1303",1350,47,0.0361,5,78,114,197,"12.33",NA,"Northeast"
"294","35-2021","Food Preparation Workers","6722",6882,160,0.0238,16,534,626,1176,"11.64",NA,"Northeast"
"295","35-3011","Bartenders","7121",8635,1514,0.2126,151,357,955,1463,"10.220000000000001",NA,"Northeast"
"296","35-3023","Fast Food and Counter Workers","57888",62958,5070,0.0876,507,5859,6388,12754,"10.71",NA,"Northeast"
"297","35-3031","Waiters and Waitresses","24442",27563,3121,0.1277,312,1909,3105,5326,"9.86",NA,"Northeast"
"298","35-3041","Food Servers, Nonrestaurant","5234",5331,97,0.0185,10,418,412,840,"12.12",NA,"Northeast"
"299","35-9011","Dining Room and Cafeteria Attendants and Bartender Helpers","2763",3315,552,0.1998,55,262,263,580,"11.52",NA,"Northeast"
"300","35-9021","Dishwashers","4734",5257,523,0.1105,52,376,418,846,"10.86",NA,"Northeast"
"301","35-9031","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","3440",4077,637,0.1852,64,445,423,932,"10.6",NA,"Northeast"
"302","35-9099","Food Preparation and Serving Related Workers, All Other","287",325,38,0.1324,4,26,26,56,"10.98",NA,"Northeast"
"303","37-0000","Building and Grounds Cleaning and Maintenance Occupations","63680",64348,668,0.0105,67,3600,4714,8381,"14.29",NA,"Northeast"
"304","37-1011","First-Line Supervisors of Housekeeping and Janitorial Workers","2113",2091,-22,-0.0104,-2,90,145,233,"21.82",NA,"Northeast"
"305","37-1012","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","1909",1863,-46,-0.0241,-5,58,135,188,"23",NA,"Northeast"
"306","37-2011","Janitors and Cleaners, Except Maids and Housekeeping Cleaners","29414",29935,521,0.0177,52,1852,2080,3984,"14.05",NA,"Northeast"
"307","37-2012","Maids and Housekeeping Cleaners","11922",11945,23,0.0019,2,811,768,1581,"11.86",NA,"Northeast"
"308","37-3011","Landscaping and Groundskeeping Workers","16957",17135,178,0.0105,18,733,1462,2213,"14.55",NA,"Northeast"
"309","39-0000","Personal Care and Service Occupations","48831",51980,3149,0.0645,315,3137,3855,7307,"12.01",NA,"Northeast"
"310","39-2021","Nonfarm Animal Caretakers","3613",4472,859,0.2378,86,259,336,681,"11.14",NA,"Northeast"
"311","39-3031","Ushers, Lobby Attendants, and Ticket Takers","1090",1389,299,0.2743,30,157,126,313,"10.8",NA,"Northeast"
"312","39-3091","Amusement and Recreation Attendants","3714",4301,587,0.1581,59,391,449,899,"10.29",NA,"Northeast"
"313","39-3093","Locker Room, Coatroom, and Dressing Room Attendants","125",148,23,0.184,2,13,15,30,"11.49",NA,"Northeast"
"314","39-4021","Funeral Attendants","968",965,-3,-0.0031,0,55,73,128,"14",NA,"Northeast"
"315","39-5012","Hairdressers, Hairstylists, and Cosmetologists","12751",12175,-576,-0.0452,-58,660,692,1294,"13.67",NA,"Northeast"
"316","39-5092","Manicurists and Pedicurists","1590",1620,30,0.0189,3,82,85,170,"10.98",NA,"Northeast"
"317","39-6012","Concierges","436",442,6,0.0138,1,23,34,58,"14.55",NA,"Northeast"
"318","39-7010","Tour and Travel Guides","285",375,90,0.3158,9,21,31,61,"13.7",NA,"Northeast"
"319","39-9011","Childcare Workers","9385",9414,29,0.0031,3,632,657,1292,"11.09",NA,"Northeast"
"320","39-9031","Fitness Trainers and Aerobics Instructors","3682",4419,737,0.2002,74,237,384,695,"14.23",NA,"Northeast"
"321","39-9032","Recreation Workers","4794",5121,327,0.0682,33,290,471,794,"12.89",NA,"Northeast"
"322","39-9041","Residential Advisors","1063",1205,142,0.1336,14,57,102,173,"14.73",NA,"Northeast"
"323","41-0000","Sales and Related Occupations","190932",183270,-7662,-0.0401,-766,9382,14764,23380,"14.15",NA,"Northeast"
"324","41-1011","First-Line Supervisors of Retail Sales Workers","17487",16291,-1196,-0.0684,-120,597,1170,1647,"18.2",NA,"Northeast"
"325","41-1012","First-Line Supervisors of Non-Retail Sales Workers","5013",4561,-452,-0.0902,-45,139,284,378,"37.56",NA,"Northeast"
"326","41-2011","Cashiers","40384",35949,-4435,-0.1098,-444,3247,3654,6457,"10.96",NA,"Northeast"
"327","41-2022","Parts Salespersons","3599",3778,179,0.0497,18,155,282,455,"14.41",NA,"Northeast"
"328","41-2031","Retail Salespersons","50354",49116,-1238,-0.0246,-124,2781,4108,6765,"12.81",NA,"Northeast"
"329","41-3011","Advertising Sales Agents","1103",969,-134,-0.1215,-13,32,96,115,"23.26",NA,"Northeast"
"330","41-3021","Insurance Sales Agents","7045",7480,435,0.0617,44,242,406,692,"29.35",NA,"Northeast"
"331","41-3031","Securities, Commodities, and Financial Services Sales Agents","6679",6579,-100,-0.015,-10,147,418,555,"24.47",NA,"Northeast"
"332","41-3041","Travel Agents","516",511,-5,-0.0097,0,25,34,59,"17.8",NA,"Northeast"
"333","41-3091","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","10206",10794,588,0.0576,59,264,923,1246,"23.75",NA,"Northeast"
"334","41-4011","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","3057",3113,56,0.0183,6,91,208,305,"47.4",NA,"Northeast"
"335","41-4012","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","25349",25731,382,0.0151,38,755,1726,2519,"29.73",NA,"Northeast"
"336","41-9022","Real Estate Sales Agents","4020",4021,1,2e-04,0,167,177,344,"17.649999999999999",NA,"Northeast"
"337","41-9031","Sales Engineers","821",811,-10,-0.0122,-1,16,67,82,"47.76",NA,"Northeast"
"338","41-9041","Telemarketers","7564",6200,-1364,-0.1803,-136,318,703,885,"13.53",NA,"Northeast"
"339","43-0000","Office and Administrative Support Occupations","260750",246182,-14568,-0.0559,-1457,12026,15733,26302,"18.13",NA,"Northeast"
"340","43-1011","First-Line Supervisors of Office and Administrative Support Workers","16566",15784,-782,-0.0472,-78,600,988,1510,"28.99",NA,"Northeast"
"341","43-2011","Switchboard Operators, Including Answering Service","863",647,-216,-0.2503,-22,39,44,61,"17.57",NA,"Northeast"
"342","43-3011","Bill and Account Collectors","3372",3083,-289,-0.0857,-29,118,229,318,"17.739999999999998",NA,"Northeast"
"343","43-3021","Billing and Posting Clerks","6830",6796,-34,-0.005,-3,280,418,695,"18.12",NA,"Northeast"
"344","43-3031","Bookkeeping, Accounting, and Auditing Clerks","21195",20003,-1192,-0.0562,-119,1207,1052,2140,"18.899999999999999",NA,"Northeast"
"345","43-3051","Payroll and Timekeeping Clerks","2182",1827,-355,-0.1627,-36,95,110,169,"22.13",NA,"Northeast"
"346","43-3061","Procurement Clerks","1073",1018,-55,-0.0513,-6,29,66,89,"18.45",NA,"Northeast"
"347","43-3071","Tellers","6142",4692,-1450,-0.2361,-145,220,341,416,"16.850000000000001",NA,"Northeast"
"348","43-3099","Financial Clerks, All Other","368",365,-3,-0.0082,0,13,26,39,"22.73",NA,"Northeast"
"349","43-4011","Brokerage Clerks","617",560,-57,-0.0924,-6,24,39,57,"22.97",NA,"Northeast"
"350","43-4031","Court, Municipal, and License Clerks","3806",3919,113,0.0297,11,188,194,393,"18.23",NA,"Northeast"
"351","43-4051","Customer Service Representatives","44195",42878,-1317,-0.0298,-132,2047,3424,5339,"17.87",NA,"Northeast"
"352","43-4061","Eligibility Interviewers, Government Programs","1639",1668,29,0.0177,3,61,86,150,"21.88",NA,"Northeast"
"353","43-4071","File Clerks","947",779,-168,-0.1774,-17,47,53,83,"17.59",NA,"Northeast"
"354","43-4081","Hotel, Motel, and Resort Desk Clerks","1681",1924,243,0.1446,24,104,191,319,"11.29",NA,"Northeast"
"355","43-4111","Interviewers, Except Eligibility and Loan","1776",1592,-184,-0.1036,-18,97,109,188,"17.829999999999998",NA,"Northeast"
"356","43-4121","Library Assistants, Clerical","1722",1595,-127,-0.0738,-13,148,106,241,"11.2",NA,"Northeast"
"357","43-4131","Loan Interviewers and Clerks","2519",2391,-128,-0.0508,-13,71,144,202,"19.21",NA,"Northeast"
"358","43-4141","New Accounts Clerks","338",276,-62,-0.1834,-6,10,19,23,"22.58",NA,"Northeast"
"359","43-4151","Order Clerks","1706",1378,-328,-0.1923,-33,66,97,130,"17.91",NA,"Northeast"
"360","43-4161","Human Resources Assistants, Except Payroll and Timekeeping","1198",1153,-45,-0.0376,-4,45,71,112,"19.690000000000001",NA,"Northeast"
"361","43-4171","Receptionists and Information Clerks","12206",11743,-463,-0.0379,-46,668,827,1449,"14.09",NA,"Northeast"
"362","43-4181","Reservation and Transportation Ticket Agents and Travel Clerks","605",654,49,0.081,5,24,45,74,"17.07",NA,"Northeast"
"363","43-4199","Information and Record Clerks, All Other","962",1006,44,0.0457,4,40,65,109,"21",NA,"Northeast"
"364","43-5011","Cargo and Freight Agents","802",830,28,0.0349,3,31,48,82,"18.3",NA,"Northeast"
"365","43-5021","Couriers and Messengers","882",799,-83,-0.0941,-8,34,46,72,"14.44",NA,"Northeast"
"366","43-5031","Police, Fire, and Ambulance Dispatchers","1990",2078,88,0.0442,9,72,114,195,"22.89",NA,"Northeast"
"367","43-5032","Dispatchers, Except Police, Fire, and Ambulance","2839",2850,11,0.0039,1,100,159,260,"18.489999999999998",NA,"Northeast"
"368","43-5041","Meter Readers, Utilities","576",520,-56,-0.0972,-6,16,24,34,"28.54",NA,"Northeast"
"369","43-5051","Postal Service Clerks","946",848,-98,-0.1036,-10,41,32,63,"25.6",NA,"Northeast"
"370","43-5052","Postal Service Mail Carriers","4895",4387,-508,-0.1038,-51,161,166,276,"25.21",NA,"Northeast"
"371","43-5053","Postal Service Mail Sorters, Processors, and Processing Machine Operators","1387",1182,-205,-0.1478,-20,70,42,92,"21.77",NA,"Northeast"
"372","43-5061","Production, Planning, and Expediting Clerks","6238",6470,232,0.0372,23,227,413,663,"23.1",NA,"Northeast"
"373","43-5071","Shipping, Receiving, and Traffic Clerks","14495",13439,-1056,-0.0729,-106,510,821,1225,"17.739999999999998",NA,"Northeast"
"374","43-5111","Weighers, Measurers, Checkers, and Samplers, Recordkeeping","556",584,28,0.0504,3,22,32,57,"18.13",NA,"Northeast"
"375","43-6011","Executive Secretaries and Executive Administrative Assistants","4172",3292,-880,-0.2109,-88,190,208,310,"29.13",NA,"Northeast"
"376","43-6012","Legal Secretaries","2082",1613,-469,-0.2253,-47,94,103,150,"22.46",NA,"Northeast"
"377","43-6013","Medical Secretaries","12197",12667,470,0.0385,47,632,694,1373,"17.739999999999998",NA,"Northeast"
"378","43-6014","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","20817",18598,-2219,-0.1066,-222,1003,1100,1881,"17.84",NA,"Northeast"
"379","43-9021","Data Entry Keyers","2217",1724,-493,-0.2224,-49,88,125,164,"17.13",NA,"Northeast"
"380","43-9022","Word Processors and Typists","454",281,-173,-0.3811,-17,22,20,25,"18.190000000000001",NA,"Northeast"
"381","43-9041","Insurance Claims and Policy Processing Clerks","4142",4038,-104,-0.0251,-10,144,240,374,"18.73",NA,"Northeast"
"382","43-9051","Mail Clerks and Mail Machine Operators, Except Postal Service","1141",1100,-41,-0.0359,-4,57,70,123,"14.13",NA,"Northeast"
"383","43-9061","Office Clerks, General","40724",38497,-2227,-0.0547,-223,2162,2349,4288,"17.79",NA,"Northeast"
"384","45-0000","Farming, Fishing, and Forestry Occupations","3802",3924,122,0.0321,12,162,438,612,"15.14",NA,"Northeast"
"385","45-1011","First-Line Supervisors of Farming, Fishing, and Forestry Workers","171",182,11,0.0643,1,6,18,25,"26.97",NA,"Northeast"
"386","45-2091","Agricultural Equipment Operators","343",383,40,0.1166,4,15,42,61,"21.91",NA,"Northeast"
"387","45-2092","Farmworkers and Laborers, Crop, Nursery, and Greenhouse","2506",2595,89,0.0355,9,108,292,409,"14.33",NA,"Northeast"
"388","45-2093","Farmworkers, Farm, Ranch, and Aquacultural Animals","348",329,-19,-0.0546,-2,14,39,51,"13.73",NA,"Northeast"
"389","47-0000","Construction and Extraction Occupations","71931",74973,3042,0.0423,304,2196,4979,7479,"23.64",NA,"Northeast"
"390","47-1011","First-Line Supervisors of Construction Trades and Extraction Workers","5806",6094,288,0.0496,29,168,385,582,"30.12",NA,"Northeast"
"391","47-2011","Boilermakers","266",273,7,0.0263,1,4,19,24,"39.799999999999997",NA,"Northeast"
